description,amount,category,date,transaction_type,account_name,month,source
IRCTC train ticket - INR 45212 - Ref 836841,2177.95,Travel,,,,,indian
Uber ride payment - INR 25442 - Ref 515917,2185.01,Travel,,,,,indian
eBay online order - INR 1428 - Ref 430720,138.68,Office Supplies,,,,,indian
ETF purchase - INR 16458 - Ref 422000,293.04,Professional Fees,,,,,indian
Education loan EMI - INR 4084 - Ref 417704,1461.62,Rent,,,,,indian
Retail store shopping - INR 15779 - Ref 784539,437.07,Office Supplies,,,,,indian
Retirement fund investment - INR 23655 - Ref 279368,4304.02,Professional Fees,,,,,indian
Mall shopping payment - INR 49570 - Ref 403662,297.99,Office Supplies,,,,,indian
Credit Card Payment,128.12,Professional Fees,2018-09-28,credit,Silver Card,2018-09,excel
Demat account transfer - INR 4044 - Ref 399268,222.62,Professional Fees,,,,,indian
Hardware Store,29.56,Office Supplies,2019-04-23,debit,Silver Card,2019-04,excel
Bus ticket purchase - INR 16907 - Ref 851833,1894.43,Travel,,,,,indian
Supermarket shopping - INR 48406 - Ref 347319,61.61,Office Supplies,,,,,indian
Airport taxi fare - INR 4629 - Ref 637600,2610.94,Travel,,,,,indian
Fixed deposit investment - INR 11091 - Ref 850342,890.49,Professional Fees,,,,,indian
PPF contribution - INR 14893 - Ref 643629,426.16,Professional Fees,,,,,indian
Grocery food items - INR 49551 - Ref 270485,157.03,Miscellaneous,,,,,indian
Ajio clothing purchase - INR 25932 - Ref 821967,144.23,Office Supplies,,,,,indian
Fixed deposit investment - INR 18217 - Ref 696317,2803.69,Professional Fees,,,,,indian
Consumer durable EMI - INR 28561 - Ref 894192,4803.96,Rent,,,,,indian
ETF purchase - INR 26795 - Ref 712031,4821.31,Professional Fees,,,,,indian
Gold bond investment - INR 829 - Ref 999085,4015.26,Professional Fees,,,,,indian
Mutual fund SIP - INR 7918 - Ref 632307,2381.41,Professional Fees,,,,,indian
Flipkart purchase - INR 14251 - Ref 628175,480.06,Office Supplies,,,,,indian
Supermarket shopping - INR 47248 - Ref 171998,140.82,Office Supplies,,,,,indian
Flight ticket booking - INR 19929 - Ref 631171,443.87,Travel,,,,,indian
Demat account transfer - INR 42251 - Ref 719424,3752.43,Professional Fees,,,,,indian
ETF purchase - INR 27534 - Ref 477165,2340.67,Professional Fees,,,,,indian
Flight ticket booking - INR 26380 - Ref 549216,2705.35,Travel,,,,,indian
Bus ticket purchase - INR 628 - Ref 104629,331.32,Travel,,,,,indian
Swiggy order payment - INR 18721 - Ref 993917,149.39,Miscellaneous,,,,,indian
Mobile EMI payment - INR 17791 - Ref 226753,4795.29,Rent,,,,,indian
Ajio clothing purchase - INR 42098 - Ref 392132,474.88,Office Supplies,,,,,indian
Uber ride payment - INR 15321 - Ref 840507,2004.9,Travel,,,,,indian
Rapido bike ride - INR 47277 - Ref 206132,462.34,Travel,,,,,indian
Mutual fund SIP - INR 48480 - Ref 228342,1248.54,Professional Fees,,,,,indian
Airport taxi fare - INR 31425 - Ref 720970,2295.33,Travel,,,,,indian
Supermarket shopping - INR 34001 - Ref 535134,438.55,Office Supplies,,,,,indian
Greek Restaurant,23.26,Miscellaneous,2018-05-19,debit,Silver Card,2018-05,excel
IRCTC train ticket - INR 11371 - Ref 965108,2715.1,Travel,,,,,indian
Bus ticket purchase - INR 17024 - Ref 899641,1296.26,Travel,,,,,indian
ETF purchase - INR 46118 - Ref 455036,1122.87,Professional Fees,,,,,indian
Airport taxi fare - INR 3008 - Ref 218390,720.91,Travel,,,,,indian
Car loan EMI - INR 12725 - Ref 779638,2830.2,Rent,,,,,indian
Grocery food items - INR 37384 - Ref 763014,215.68,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 8361 - Ref 111906,170.63,Miscellaneous,,,,,indian
Mall shopping payment - INR 36515 - Ref 595432,312.3,Office Supplies,,,,,indian
Car loan EMI - INR 10556 - Ref 474263,2201.34,Rent,,,,,indian
Appliance EMI - INR 44195 - Ref 854220,3206.59,Rent,,,,,indian
Lifestyle store purchase - INR 5079 - Ref 864924,403.78,Office Supplies,,,,,indian
BP,36.42,Travel,2019-07-18,debit,Silver Card,2019-07,excel
Mobile EMI payment - INR 13988 - Ref 331124,2821.35,Rent,,,,,indian
Fixed deposit investment - INR 36636 - Ref 767006,1058.71,Professional Fees,,,,,indian
Bus ticket purchase - INR 8216 - Ref 503951,185.05,Travel,,,,,indian
Ola cab booking - INR 9296 - Ref 522095,2715.46,Travel,,,,,indian
Demat account transfer - INR 46188 - Ref 209890,4062.16,Professional Fees,,,,,indian
Amazon online shopping - INR 15527 - Ref 684569,213.15,Office Supplies,,,,,indian
Share trading debit - INR 23596 - Ref 132504,1040.43,Professional Fees,,,,,indian
Car loan EMI - INR 34335 - Ref 990396,4705.94,Rent,,,,,indian
Grocery Store,28.93,Office Supplies,2018-07-21,debit,Platinum Card,2018-07,excel
Electronics purchase - INR 30515 - Ref 731295,420.01,Office Supplies,,,,,indian
Dominos pizza order - INR 4938 - Ref 487180,213.33,Miscellaneous,,,,,indian
KFC online order - INR 14463 - Ref 935769,769.12,Miscellaneous,,,,,indian
Electronics purchase - INR 20742 - Ref 689191,427.06,Office Supplies,,,,,indian
Swiggy order payment - INR 21651 - Ref 330040,259.82,Miscellaneous,,,,,indian
Electronics purchase - INR 48039 - Ref 656375,400.2,Office Supplies,,,,,indian
Bakery purchase - INR 18747 - Ref 343624,864.12,Miscellaneous,,,,,indian
Flight ticket booking - INR 36305 - Ref 569463,1502.07,Travel,,,,,indian
Ola cab booking - INR 37488 - Ref 655261,2996.25,Travel,,,,,indian
Mall shopping payment - INR 6930 - Ref 436274,340.31,Office Supplies,,,,,indian
Restaurant dine-in bill - INR 34776 - Ref 529121,48.61,Miscellaneous,,,,,indian
Bike loan EMI - INR 31143 - Ref 601383,2821.33,Rent,,,,,indian
Bike loan EMI - INR 6030 - Ref 473723,3230.19,Rent,,,,,indian
Credit Card Payment,283.44,Professional Fees,2018-06-14,credit,Platinum Card,2018-06,excel
Roadside Diner,9.47,Miscellaneous,2019-02-01,debit,Silver Card,2019-02,excel
Supermarket shopping - INR 20045 - Ref 514936,386.84,Office Supplies,,,,,indian
Home loan EMI - INR 16547 - Ref 864215,4514.71,Rent,,,,,indian
Electronics purchase - INR 49364 - Ref 511449,451.1,Office Supplies,,,,,indian
Hotel stay booking - INR 4024 - Ref 215097,185.37,Travel,,,,,indian
Rapido bike ride - INR 45018 - Ref 728310,956.65,Travel,,,,,indian
ETF purchase - INR 49518 - Ref 694873,2486.06,Professional Fees,,,,,indian
Ola cab booking - INR 14488 - Ref 856423,1099.18,Travel,,,,,indian
Credit card EMI - INR 13841 - Ref 535840,2650.98,Rent,,,,,indian
Uber ride payment - INR 33506 - Ref 532047,1281.86,Travel,,,,,indian
Electronics purchase - INR 45792 - Ref 185923,415.45,Office Supplies,,,,,indian
Stock market investment - INR 26523 - Ref 197058,4966.11,Professional Fees,,,,,indian
NPS contribution - INR 34254 - Ref 327653,4892.11,Professional Fees,,,,,indian
Hotel stay booking - INR 39719 - Ref 756662,2727.79,Travel,,,,,indian
Retail store shopping - INR 666 - Ref 358532,325.12,Office Supplies,,,,,indian
Retail store shopping - INR 1779 - Ref 623787,445.88,Office Supplies,,,,,indian
Ola cab booking - INR 21101 - Ref 670265,1129.04,Travel,,,,,indian
Movie Theater,25.0,Software/Subscriptions,2018-07-02,debit,Silver Card,2018-07,excel
Stock market investment - INR 44828 - Ref 712647,4904.77,Professional Fees,,,,,indian
NPS contribution - INR 4438 - Ref 377318,3233.7,Professional Fees,,,,,indian
Mutual fund SIP - INR 29200 - Ref 968689,4374.18,Professional Fees,,,,,indian
KFC online order - INR 46641 - Ref 332512,484.51,Miscellaneous,,,,,indian
Bus ticket purchase - INR 16402 - Ref 572345,2105.45,Travel,,,,,indian
Flight ticket booking - INR 38581 - Ref 475895,2289.99,Travel,,,,,indian
MakeMyTrip travel booking - INR 16272 - Ref 648975,1250.38,Travel,,,,,indian
Education loan EMI - INR 3107 - Ref 344597,2603.27,Rent,,,,,indian
Education loan EMI - INR 23426 - Ref 840551,4981.89,Rent,,,,,indian
Supermarket shopping - INR 7221 - Ref 707960,295.38,Office Supplies,,,,,indian
Consumer durable EMI - INR 26567 - Ref 179646,2241.63,Rent,,,,,indian
KFC online order - INR 31527 - Ref 830695,181.07,Miscellaneous,,,,,indian
Airport taxi fare - INR 20587 - Ref 909651,2301.1,Travel,,,,,indian
KFC online order - INR 43762 - Ref 848779,591.76,Miscellaneous,,,,,indian
Flight ticket booking - INR 15053 - Ref 931583,1555.72,Travel,,,,,indian
Cafe coffee purchase - INR 11906 - Ref 483199,209.84,Miscellaneous,,,,,indian
Ajio clothing purchase - INR 20117 - Ref 837075,478.97,Office Supplies,,,,,indian
Personal loan EMI - INR 17498 - Ref 151024,1455.27,Rent,,,,,indian
Bike loan EMI - INR 43588 - Ref 734029,1108.41,Rent,,,,,indian
KFC online order - INR 18831 - Ref 933586,261.32,Miscellaneous,,,,,indian
German Restaurant,46.7,Miscellaneous,2018-09-29,debit,Platinum Card,2018-09,excel
Flipkart purchase - INR 2352 - Ref 836912,296.76,Office Supplies,,,,,indian
Mall shopping payment - INR 44886 - Ref 250718,207.42,Office Supplies,,,,,indian
Mutual fund SIP - INR 38759 - Ref 680260,4122.28,Professional Fees,,,,,indian
Ajio clothing purchase - INR 358 - Ref 328664,303.96,Office Supplies,,,,,indian
Power Company,60.0,Utilities,2018-01-16,debit,Checking,2018-01,excel
Credit Card Payment,152.72,Professional Fees,2019-06-13,credit,Platinum Card,2019-06,excel
eBay online order - INR 3777 - Ref 514349,109.48,Office Supplies,,,,,indian
Bakery purchase - INR 21369 - Ref 180723,538.83,Miscellaneous,,,,,indian
Starbucks,2.0,Miscellaneous,2018-02-21,debit,Platinum Card,2018-02,excel
Personal loan EMI - INR 3572 - Ref 246933,4965.85,Rent,,,,,indian
PPF contribution - INR 15630 - Ref 120760,3189.04,Professional Fees,,,,,indian
Supermarket shopping - INR 36531 - Ref 787306,266.79,Office Supplies,,,,,indian
eBay online order - INR 48182 - Ref 921060,137.08,Office Supplies,,,,,indian
Swiggy order payment - INR 45655 - Ref 911896,515.38,Miscellaneous,,,,,indian
Roadside Diner,25.77,Miscellaneous,2019-02-27,debit,Silver Card,2019-02,excel
Laptop EMI payment - INR 42821 - Ref 768269,1400.54,Rent,,,,,indian
Personal loan EMI - INR 45257 - Ref 108225,2271.03,Rent,,,,,indian
Bakery purchase - INR 21215 - Ref 782917,750.12,Miscellaneous,,,,,indian
Zomato food delivery - INR 38306 - Ref 865021,805.23,Miscellaneous,,,,,indian
Consumer durable EMI - INR 47315 - Ref 998589,3627.46,Rent,,,,,indian
Retirement fund investment - INR 7492 - Ref 908067,1111.92,Professional Fees,,,,,indian
NPS contribution - INR 7835 - Ref 956733,942.63,Professional Fees,,,,,indian
Amazon online shopping - INR 13019 - Ref 492699,429.33,Office Supplies,,,,,indian
Airport taxi fare - INR 4991 - Ref 398221,1735.47,Travel,,,,,indian
Myntra fashion order - INR 35671 - Ref 895832,76.51,Office Supplies,,,,,indian
NPS contribution - INR 48892 - Ref 565691,1979.38,Professional Fees,,,,,indian
Demat account transfer - INR 12153 - Ref 574382,1124.4,Professional Fees,,,,,indian
Myntra fashion order - INR 17734 - Ref 101261,176.54,Office Supplies,,,,,indian
Credit Card Payment,259.87,Professional Fees,2018-07-08,credit,Platinum Card,2018-07,excel
Bakery purchase - INR 36458 - Ref 668999,294.04,Miscellaneous,,,,,indian
Electronics purchase - INR 45295 - Ref 825312,169.62,Office Supplies,,,,,indian
Gold bond investment - INR 41277 - Ref 221621,3703.8,Professional Fees,,,,,indian
Fixed deposit investment - INR 1079 - Ref 830857,228.3,Professional Fees,,,,,indian
Rapido bike ride - INR 30206 - Ref 584301,850.21,Travel,,,,,indian
eBay online order - INR 17073 - Ref 685230,174.74,Office Supplies,,,,,indian
Demat account transfer - INR 49147 - Ref 543062,1212.92,Professional Fees,,,,,indian
MakeMyTrip travel booking - INR 30436 - Ref 279105,500.28,Travel,,,,,indian
Hotel stay booking - INR 45634 - Ref 371506,2618.03,Travel,,,,,indian
Restaurant dine-in bill - INR 47626 - Ref 982048,600.32,Miscellaneous,,,,,indian
Uber ride payment - INR 35682 - Ref 140655,2510.62,Travel,,,,,indian
Cafe coffee purchase - INR 24752 - Ref 920943,257.74,Miscellaneous,,,,,indian
Lifestyle store purchase - INR 22734 - Ref 865853,89.99,Office Supplies,,,,,indian
Electronics purchase - INR 7152 - Ref 204371,391.94,Office Supplies,,,,,indian
Greek Restaurant,23.11,Miscellaneous,2019-05-13,debit,Silver Card,2019-05,excel
Lifestyle store purchase - INR 28075 - Ref 403350,111.68,Office Supplies,,,,,indian
IRCTC train ticket - INR 44926 - Ref 796440,375.87,Travel,,,,,indian
MakeMyTrip travel booking - INR 34529 - Ref 403928,865.33,Travel,,,,,indian
Gold bond investment - INR 18204 - Ref 852554,4741.26,Professional Fees,,,,,indian
Hotel dinner bill - INR 27548 - Ref 884560,290.98,Miscellaneous,,,,,indian
KFC online order - INR 8408 - Ref 732665,799.0,Miscellaneous,,,,,indian
Supermarket shopping - INR 24014 - Ref 381972,314.26,Office Supplies,,,,,indian
McDonald's meal payment - INR 32869 - Ref 976212,971.08,Miscellaneous,,,,,indian
Amazon online shopping - INR 13277 - Ref 658297,438.46,Office Supplies,,,,,indian
Credit card EMI - INR 32856 - Ref 547660,4982.74,Rent,,,,,indian
Ajio clothing purchase - INR 19216 - Ref 253441,445.03,Office Supplies,,,,,indian
Home loan EMI - INR 3540 - Ref 530710,1952.67,Rent,,,,,indian
Bus ticket purchase - INR 49920 - Ref 321395,1356.03,Travel,,,,,indian
Mutual fund SIP - INR 23200 - Ref 357797,3680.83,Professional Fees,,,,,indian
Restaurant dine-in bill - INR 31478 - Ref 462923,709.97,Miscellaneous,,,,,indian
Rapido bike ride - INR 29990 - Ref 719257,1551.91,Travel,,,,,indian
Airport taxi fare - INR 548 - Ref 678883,2747.7,Travel,,,,,indian
Grocery Store,3.96,Office Supplies,2019-08-03,debit,Platinum Card,2019-08,excel
Electronics purchase - INR 13736 - Ref 450531,290.58,Office Supplies,,,,,indian
Home loan EMI - INR 38275 - Ref 611163,2218.2,Rent,,,,,indian
Retirement fund investment - INR 20525 - Ref 733809,2594.38,Professional Fees,,,,,indian
Stock market investment - INR 17916 - Ref 640215,3111.81,Professional Fees,,,,,indian
Lifestyle store purchase - INR 3558 - Ref 523532,35.41,Office Supplies,,,,,indian
Mutual fund SIP - INR 35198 - Ref 470694,2827.24,Professional Fees,,,,,indian
Hotel dinner bill - INR 1455 - Ref 840294,896.43,Miscellaneous,,,,,indian
Uber ride payment - INR 27044 - Ref 352402,1081.79,Travel,,,,,indian
Gold bond investment - INR 7251 - Ref 994593,4826.38,Professional Fees,,,,,indian
Rapido bike ride - INR 44310 - Ref 936000,765.25,Travel,,,,,indian
Mall shopping payment - INR 35065 - Ref 773400,81.89,Office Supplies,,,,,indian
Hotel dinner bill - INR 49403 - Ref 755777,193.66,Miscellaneous,,,,,indian
Home loan EMI - INR 37921 - Ref 131436,4507.07,Rent,,,,,indian
Hotel dinner bill - INR 40948 - Ref 121693,487.6,Miscellaneous,,,,,indian
Ajio clothing purchase - INR 27540 - Ref 229660,451.36,Office Supplies,,,,,indian
Bakery purchase - INR 5166 - Ref 690589,467.33,Miscellaneous,,,,,indian
Share trading debit - INR 49092 - Ref 821202,2336.53,Professional Fees,,,,,indian
IRCTC train ticket - INR 7782 - Ref 883952,2221.73,Travel,,,,,indian
Credit Card Payment,257.08,Professional Fees,2019-07-22,credit,Silver Card,2019-07,excel
Airport taxi fare - INR 17069 - Ref 504040,1661.74,Travel,,,,,indian
Amazon,117.69,Office Supplies,2018-05-06,debit,Platinum Card,2018-05,excel
eBay online order - INR 7575 - Ref 378912,299.84,Office Supplies,,,,,indian
Rapido bike ride - INR 42817 - Ref 311129,271.44,Travel,,,,,indian
Grocery food items - INR 29755 - Ref 187320,86.44,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 22346 - Ref 717848,627.37,Miscellaneous,,,,,indian
Consumer durable EMI - INR 15691 - Ref 265443,1218.28,Rent,,,,,indian
Consumer durable EMI - INR 42541 - Ref 346879,2312.47,Rent,,,,,indian
Dominos pizza order - INR 4397 - Ref 859440,290.9,Miscellaneous,,,,,indian
Personal loan EMI - INR 26158 - Ref 450321,2942.56,Rent,,,,,indian
Gold bond investment - INR 34399 - Ref 863422,1475.92,Professional Fees,,,,,indian
Airport taxi fare - INR 13389 - Ref 145871,2561.52,Travel,,,,,indian
Retail store shopping - INR 37205 - Ref 671171,41.14,Office Supplies,,,,,indian
Personal loan EMI - INR 8154 - Ref 823775,3959.26,Rent,,,,,indian
Car loan EMI - INR 35769 - Ref 992160,3598.24,Rent,,,,,indian
Dominos pizza order - INR 29198 - Ref 987210,128.96,Miscellaneous,,,,,indian
Cafe coffee purchase - INR 20531 - Ref 183155,351.94,Miscellaneous,,,,,indian
Car loan EMI - INR 42451 - Ref 349781,1321.77,Rent,,,,,indian
Mall shopping payment - INR 32341 - Ref 983440,50.29,Office Supplies,,,,,indian
American Tavern,28.4,Miscellaneous,2018-11-27,debit,Silver Card,2018-11,excel
KFC online order - INR 25693 - Ref 684978,597.93,Miscellaneous,,,,,indian
MakeMyTrip travel booking - INR 41016 - Ref 110976,1401.22,Travel,,,,,indian
Laptop EMI payment - INR 28808 - Ref 887243,4388.69,Rent,,,,,indian
eBay online order - INR 12785 - Ref 138893,168.5,Office Supplies,,,,,indian
Uber ride payment - INR 14959 - Ref 182592,1593.15,Travel,,,,,indian
Appliance EMI - INR 17663 - Ref 427685,4075.82,Rent,,,,,indian
Mall shopping payment - INR 6775 - Ref 584068,216.39,Office Supplies,,,,,indian
Laptop EMI payment - INR 47273 - Ref 924277,3709.89,Rent,,,,,indian
Mutual fund SIP - INR 2488 - Ref 308926,836.19,Professional Fees,,,,,indian
ETF purchase - INR 48184 - Ref 604707,3567.17,Professional Fees,,,,,indian
Dominos pizza order - INR 34634 - Ref 461509,68.96,Miscellaneous,,,,,indian
Retail store shopping - INR 7717 - Ref 465281,202.5,Office Supplies,,,,,indian
Restaurant dine-in bill - INR 20244 - Ref 820178,839.21,Miscellaneous,,,,,indian
MakeMyTrip travel booking - INR 7101 - Ref 120823,527.3,Travel,,,,,indian
Mobile EMI payment - INR 34974 - Ref 831780,3756.84,Rent,,,,,indian
Supermarket shopping - INR 30026 - Ref 330626,470.24,Office Supplies,,,,,indian
eBay online order - INR 37050 - Ref 292492,202.58,Office Supplies,,,,,indian
Myntra fashion order - INR 18524 - Ref 136403,352.02,Office Supplies,,,,,indian
Mall shopping payment - INR 28152 - Ref 484040,259.66,Office Supplies,,,,,indian
Greek Restaurant,64.52,Miscellaneous,2019-04-22,debit,Silver Card,2019-04,excel
Mobile EMI payment - INR 49387 - Ref 779033,4152.36,Rent,,,,,indian
Uber ride payment - INR 34996 - Ref 801950,1407.21,Travel,,,,,indian
Car loan EMI - INR 18431 - Ref 427938,1328.15,Rent,,,,,indian
Bakery purchase - INR 10327 - Ref 590541,77.34,Miscellaneous,,,,,indian
Mutual fund SIP - INR 15212 - Ref 121178,4111.83,Professional Fees,,,,,indian
Uber ride payment - INR 8432 - Ref 271888,542.71,Travel,,,,,indian
Mutual fund SIP - INR 13478 - Ref 448846,1797.95,Professional Fees,,,,,indian
Myntra fashion order - INR 6867 - Ref 552566,182.28,Office Supplies,,,,,indian
Bike loan EMI - INR 7050 - Ref 526743,3182.36,Rent,,,,,indian
Electronics purchase - INR 39150 - Ref 859390,246.08,Office Supplies,,,,,indian
eBay online order - INR 47215 - Ref 268369,297.41,Office Supplies,,,,,indian
Hotel stay booking - INR 35768 - Ref 871727,1310.61,Travel,,,,,indian
Bakery purchase - INR 11377 - Ref 583429,611.41,Miscellaneous,,,,,indian
Amazon online shopping - INR 30717 - Ref 615612,345.11,Office Supplies,,,,,indian
Amazon online shopping - INR 34549 - Ref 122231,189.5,Office Supplies,,,,,indian
Retail store shopping - INR 48450 - Ref 138161,220.75,Office Supplies,,,,,indian
Ajio clothing purchase - INR 34206 - Ref 231199,107.11,Office Supplies,,,,,indian
Metro card recharge - INR 5867 - Ref 982140,1774.89,Travel,,,,,indian
Grocery Store,51.05,Office Supplies,2018-04-29,debit,Platinum Card,2018-04,excel
